"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","kreis","bundesland","land","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y","dating_start","dating_certainty_start","dating_end","dating_certainty_end","dating_method","dating_certainty_range","dating_perio.do","dating_perio.do_match","sherd"
"Berlekamp 1966, Liste 9","Q139304613","8","125","Frankfurt/Oder unbek.","Frankfurt (Oder)","Frankfurt (Oder)","Brandenburg","Deutschland","SBK","Ausgrabung","Q959782","Umbreit 1937","Q139304632","unbek.","Q59496158","5000","233","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","14.53","52.34","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Umbreit 1937","Q139304632","8","123","Frankfurt/Oder - Danziger Str.","Frankfurt (Oder)","Frankfurt (Oder)","Brandenburg","Deutschland","SBK","","","Umbreit 1937","Q139304632","unbek.","Q59496158","100","234","Georeferenzierung einer gedruckten Karte","Printpublikation","In der Quelle wurden Straße und Hausnummer angegeben, die in modernen digitalen Karten nachgeschlagen wurden","14.52","52.35","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Zabytek.pl","Q43301933","","288","Mierzyn 4","Gmina Dobra","pow. Policki","Woj. Zachodniopomorskie","Polen","SBK","Ausgrabung","Q959782","Kunkel 1939","Q139304644","unbek.","Q59496158","100","235","Übernahme aus externer Datenbank","digitale Datenbank","Fundstellen wurden in der digitalen Datenbank Zabytek gesucht und Koordinaten ausgelesen","14.44","53.42","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Berlekamp 1966, Liste 9","Q139304613","12","287","Mierzyn 2a","Gmina Dobra","pow. Policki","Woj. Zachodniopomorskie","Polen","SBK","","","Berlekamp 1966,","Q139304613","unbek.","Q59496158","3000","236","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","14.47","53.43","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Berlekamp 1966, Liste 9","Q139304613","12","290","Mierzyn 6","Gmina Dobra","pow. Policki","Woj. Zachodniopomorskie","Polen","SBK","","","Kunkel 1939","Q139304644","unbek.","Q59496158","3000","237","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","14.47","53.43","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Dorka 1939","Q139304641","","236","Kosin 6","Gmina Przelewice","pow. Pyrzycki","Woj. Zachodniopomorskie","Polen","Guhrau","Ausgrabung","Q959782","Dorka 1939","Q139304641","unbek.","Q59496158","500","238","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","15.06","53.09","-4600","+/- 200 years","-4000","+/- 300 years","Q816829","very uncertain, no dated features","","",""
"Zabytek.pl","Q43301933","","379","Ryszewko 2/Klein-Rieschow","Gmina Pyrzyce","pow. Pyrzycki","Woj. Zachodniopomorskie","Polen","SBK","unbek.","","Umbreit 1937","Q139304632","unbek.","Q59496158","100","239","Übernahme aus externer Datenbank","digitale Datenbank","Fundstellen wurden in der digitalen Datenbank Zabytek gesucht und Koordinaten ausgelesen","14.85","53.2","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","12485","129","Friesack 4","Friesack","Havelland","Brandenburg","Deutschland","Rössener Kultur","Ausgrabung","Q959782","Wetzel/Beran 2023","Q139304633","Siedlung","Q486972","0","240","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.54","52.75","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","1348","436","Trebatsch/Sabrodt 1","Sabrodt","Oder-Spree","Brandenburg","Deutschland","SBK?","Einzelfund","Q1144458","Wetzel/Beran 2023","Q139304633","unbek.","Q59496158","0","241","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.2","52.09","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Czerniak 2007, Karte 1","Q139304629","4","377","Równina Dolna III","Korsze","pow. Kętrzyński","Woj. Warmińsko-Mazurskie","Polen","BKK","Ausgrabung Jacek Wysocki und Małgorzata Rybicka","Q959782","Rybicka/Wysocki 2004","Q139304645","unbek.","Q59496158","50","242","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 2007","21.23","54.19","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Kulczycka-Leciejewiczowa 1993, Karte 1","Q139304628","25","266","Łomy","Gmina Gubin","pow. Krosno Odrzańskie","Woj. Lubuskie","Polen","SBK","unbek.","","Kulczycka-Leciejewiczowa 1993","Q139304628","unbek.","Q59496158","2000","243","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","14.8","52.06","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Umbreit 1940","Q139459720","","260","Lietzow-Buddelin/Saiser 1","Lietzow","Kreis Rügen","MVP","Deutschland","Guhrau","Ausgrabung","","Umbreit 1940","Q139459720","unbek.","Q59496158","50","244","Übernahme aus externer Datenbank","Expertenwissen","Koordinaten von Kollegen erhalten","13.53","54.48","-4600","+/- 200 years","-4000","+/- 300 years","Q816829","very uncertain, no dated features","","",""
"Denkmaldaten / BLDAM 2021","Q897952","3761","104","Drebkau 2","Drebkau","Spree-Neiße","Brandenburg","Deutschland","SBK","Einzelfund","Q1144458","","","unbek.","Q59496158","0","245","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.23","51.65","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Ciesielski/Goczyca 2013","Q139304640","","286","Międzyrzecz 11","Gmina Międzyrzecz","pow. Międzyrzecki","Woj. Lubuskie","Polen","SBK","Ausgrabung","Q959782","Ciesielski/Goczyca 2013","Q139304640","Siedlung","Q486972","50","246","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von Ciesielski/Gozycza 2013","15.56","52.45","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r729p9b","exactMatch",""
"Zabytek.pl","Q43301933","","346","Poznań - Dębiec 1","Gmina Poznań","pow. Poznanski","Woj. Wielkopolskie","Polen","SBK","Ausgrabung","Q959782","Smoczyńska 1952","Q139304630","unbek.","Q59496158","200","247","Übernahme aus externer Datenbank","digitale Datenbank","Fundstellen wurden in der digitalen Datenbank Zabytek gesucht und Koordinaten ausgelesen","16.92","52.38","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Zabytek.pl","Q43301933","","347","Poznań - Dębiec 2","Gmina Poznań","pow. Poznanski","Woj. Wielkopolskie","Polen","SBK","Ausgrabung","Q959782","Smoczyńska 1952","Q139304630","Siedlung","Q486972","200","248","Übernahme aus externer Datenbank","digitale Datenbank","Fundstellen wurden in der digitalen Datenbank Zabytek gesucht und Koordinaten ausgelesen","16.92","52.37","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Zabytek.pl","Q43301933","","405","Sędowo 1","Gmina Dąbrowa","pow. Mogileński","Woj. Kujawsko-Pomorskie","Polen","SBK","Ausgrabung","Q959782","Smoczyńska 1952","Q139304630","Grab","Q173387","200","249","Übernahme aus externer Datenbank","digitale Datenbank","Fundstellen wurden in der digitalen Datenbank Zabytek gesucht und Koordinaten ausgelesen","17.98","52.74","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","13034","14","Altfriesack 6","Altfriesack","Ostprignitz-Ruppin","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","250","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.88","52.84","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","1011","15","Altranft 6","Altranft","Märkisch-Oderland","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","251","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.09","52.77","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","1032","20","Bad Freienwalde 8","Bad Freienwalde","Märkisch-Oderland","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","252","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.06","52.78","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","1126","28","Beeskow 5","Beeskow","Oder-Spree","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","253","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.3","52.17","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","16349","47","Blankenburg 26","Blankenburg","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","254","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.94","53.22","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","16004","63","Bornim 8","Bornim","Potsdam","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","255","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.01","52.42","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","16446","76","Brüssow 67","Brüssow","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","256","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.11","53.42","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","12418","107","Dyrotz 37","Dyrotz","Havelland","Brandenburg","Deutschland","Rössener Kultur","Ausgrabung","Q959782","Wetzel/Babiel 2016","Q139555259","Siedlung, Brunnen","Q486972","0","257","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.96","52.56","-4464","+/- 100 years","-4344","+/- 100 years","Q173412","low precision,  one 14C date in contradiction to dendrodate","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","53473","120","Flemsdorf 10","Flemsdorf","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Sondage","Q959782","","","Siedlung","Q486972","0","258","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.16","53.03","-4700","+/- 100 years","-4450","+/- 100 years","Q173412","low precision, one 14C date","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","6357","122","Frankfurt 108","Frankfurt","Frankfurt (Oder)","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","259","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.52","52.33","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","12485","129","Friesack 4","Friesack","Havelland","Brandenburg","Deutschland","Rössener Kultur","Ausgrabung, Schichtenbefunde","Q959782","","","Siedlung","Q486972","0","260","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.54","52.75","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","63130","214","Kirchmöser 34","Kirchmöser","Brandenburg (Havel)","Brandenburg","Deutschland","Rössener Kultur","Ausgrabung","Q959782","","","Siedlung","Q486972","0","261","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.43","52.38","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","1244","237","Kossenblatt 3","Kossenblatt","Oder-Spree","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","262","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.09","52.13","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","12669","298","Nauen 21","Nauen","Havelland","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","263","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.88","52.62","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","693","309","Niederlandin 12/5 (13)","Niederlandin","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","264","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.14","53.08","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","43876","340","Potsdam 3/13 (3)","Potsdam","Potsdam","Brandenburg","Deutschland","Rössener Kultur","Ausgrabung, Schichtenbefunde","Q959782","","","Siedlung","Q486972","0","265","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.05","52.4","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","16099","343","Potsdam 58","Potsdam","Potsdam","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","266","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.09","52.36","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","17574","350","Prenzlau 23","Prenzlau","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","267","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.87","53.3","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
